DEPARTMENT;CODE;DESCRIPTION;RATE
"PLASTIC SURGERY";"P204SU";"ZYGOMA GA MAJOR";"500"
"PLASTIC SURGERY";"P205SU";"ORBITAL LA";"200"
"PLASTIC SURGERY";"P206SU";"ORBITAL GA MINOR";"300"
"PLASTIC SURGERY";"P207SU";"ORBITAL GA MAJOR";"500"
"PLASTIC SURGERY";"P208SU";"FRONTONASO ETHMOIDO ORBITL A";"500"
"PLASTIC SURGERY";"P209SU";"FRONTONASO ETHMOIDO ORBITL B";"1000"
"PLASTIC SURGERY";"P210SU";"FRONTONASO ETHMOIDO ORBITL C";"1500"
"PLASTIC SURGERY";"P211SU";"MANDIBLE(CLOSED REDUCTION& IMF) LA";"300"
"PLASTIC SURGERY";"P212SU";"MANDIBLE(CLOSED REDUCTION& IMF) GA";"500"
"PLASTIC SURGERY";"P213SU";"MAXILLA LA";"250"
"PLASTIC SURGERY";"P214SU";"MAXILLA GA MINOR";"500"
"PLASTIC SURGERY";"P215SU";"MAXILLA GA MAJOR";"1000"
"PLASTIC SURGERY";"P216SU";"PANFACIAL FRACTURES GA A";"1000"
"PLASTIC SURGERY";"P217SU";"PANFACIAL FRACTURES GA B";"1500"
"PLASTIC SURGERY";"P218SU";"TM JOINT RELEASE(UNILATERAL)";"600"
"PLASTIC SURGERY";"P219SU";"TM JOINT RELEASE(BILATERAL)";"1100"
"PLASTIC SURGERY";"P220SU";"IMF LA";"100"
"PLASTIC SURGERY";"P221SU";"IMF GA";"300"
"PLASTIC SURGERY";"P222SU";"ORIF GA MINOR";"500"
"PLASTIC SURGERY";"P223SU";"ORIF GA MAJOR";"700"
"PLASTIC SURGERY";"P250SU";"DEBRIDEMENT A";"50"
"PLASTIC SURGERY";"P251SU";"DEBRIDEMENT B";"100"
"PLASTIC SURGERY";"P252SU";"DEBRIDEMENT C";"250"
"PLASTIC SURGERY";"P253SU";"DEBRIDEMENT D";"400"
"PLASTIC SURGERY";"P254SU";"SKIN GRAFTING LA MINOR";"50"
"PLASTIC SURGERY";"P255SU";"SKIN GRAFTING LA MAJOR";"200"
"PLASTIC SURGERY";"P256SU";"SKIN GRAFTING GA A";"300"
"PLASTIC SURGERY";"P257SU";"SKIN GRAFTING GA B";"350"
"PLASTIC SURGERY";"P258SU";"SKIN GRAFTING GA C";"500"
"PLASTIC SURGERY";"P259SU";"SKIN FLAP MINOR";"250"
"PLASTIC SURGERY";"P260SU";"SKIN FLAP MAJOR";"400"
"PLASTIC SURGERY";"P261SU";"MUSCLE FLAP MINOR";"300"
"PLASTIC SURGERY";"P262SU";"MUSCLE FLAP MAJOR";"500"
"PLASTIC SURGERY";"P263SU";"SOFT TISSUE INJURY LA A";"50"
"PLASTIC SURGERY";"P264SU";"SOFT TISSUE INJURY LA B";"100"
"PLASTIC SURGERY";"P265SU";"SOFT TISSUE INJURY LA C";"200"
"PLASTIC SURGERY";"P266SU";"SOFT TISSUE INJURY LA D";"400"
"PLASTIC SURGERY";"P267SU";"SOFT TISSUE INJURY GA A";"200"
"PLASTIC SURGERY";"P268SU";"SOFT TISSUE INJURY GA B";"250"
"PLASTIC SURGERY";"P269SU";"SOFT TISSUE INJURY GA C";"400"
"PLASTIC SURGERY";"P270SU";"SOFT TISSUE INJURY GA D";"500"
"PLASTIC SURGERY";"P271SU";"PRESSURE SORE REPAIR LA MINOR";"150"
"PLASTIC SURGERY";"P272SU";"PRESSURE SORE REPAIR LA MAJOR";"300"
"PLASTIC SURGERY";"P273SU";"PRESSURE SORE REPAIR GA MINOR";"400"
"PLASTIC SURGERY";"P274SU";"PRESSURE SORE REPAIR GA MAJOR";"600"
"PLASTIC SURGERY";"P275SU";"LYMPHOEDEMA EXCISION MINOR";"300"
"PLASTIC SURGERY";"P276SU";"LYMPHOEDEMA EXCISION MAJOR A";"500"
"PLASTIC SURGERY";"P277SU";"LYMPHOEDEMA EXCISION MAJOR B";"1000"
"PLASTIC SURGERY";"P278SU";"LYMPHOEDEMA VIPEL PUMP/DAY";"15"
"PLASTIC SURGERY";"P279SU";"VASCULAR FORMATIONS LA MINOR";"200"
"PLASTIC SURGERY";"P280SU";"VASCULAR FORMATIONS GA MAJOR A";"400"
"PLASTIC SURGERY";"P281SU";"VASCULAR FORMATIONS GA MAJOR B";"600"
"PLASTIC SURGERY";"P282SU";"VASCULAR FORMATIONS GA MAJOR C";"1000"
"PLASTIC SURGERY";"P283SU";"CLEFT LIP UNILATERAL-ADHESION";"200"
"PLASTIC SURGERY";"P284SU";"CLEFT LIP UNILATERAL-REPAIR MINOR";"350"
"PLASTIC SURGERY";"P285SU";"CLEFT LIP UNILATERAL-REPAIR MAJOR";"450"
"PLASTIC SURGERY";"P286SU";"CLEFT LIP BILATERAL-ADHESION";"300"
"PLASTIC SURGERY";"P287SU";"CLEFT LIP BILATERAL-ADHESION MINOR";"400"
"PLASTIC SURGERY";"P288SU";"CLEFT LIP BILATERAL-ADHESION MAJOR";"500"
"PLASTIC SURGERY";"P289SU";"CLEFT PALATE MINOR";"250"
"PLASTIC SURGERY";"P290SU";"CLEFT PALATE MAJOR";"400"
"PLASTIC SURGERY";"P291SU";"TOTAL CORRECTION LIP & PALATE - UNILATERAL";"500"
"PLASTIC SURGERY";"P292SU";"TOTAL CORRECTION LIP & PALATE - BILATERAL";"700"
"PLASTIC SURGERY";"P293SU";"SECONDARY CORRECTION LIP MINOR";"200"
"PLASTIC SURGERY";"P294SU";"SECONDARY CORRECTION LIP MAJOR";"300"
"PLASTIC SURGERY";"P295SU";"CLEFT LIP NOSE DEFORMITY MINOR";"200"
"PLASTIC SURGERY";"P296SU";"CLEFT LIP NOSE DEFORMITY MAJOR";"400"
"PLASTIC SURGERY";"P297SU";"PALATAL FISTULA- CLOSURE";"300"
"PLASTIC SURGERY";"P298SU";"PALATAL FISTULA- FLAP COVER";"400"
"PLASTIC SURGERY";"P299SU";"ALVEOLAR BONE GRAFTING MINOR";"400"
"PLASTIC SURGERY";"P300SU";"ALVEOLAR BONE GRAFTING MAJOR";"600"
"PLASTIC SURGERY";"P301SU";"RECONSTRUCTION OF LIP/CHECK LA MINOR";"200"
"PLASTIC SURGERY";"P302SU";"RECONSTRUCTION OF LIP/CHECK LA MAJOR";"400"
"PLASTIC SURGERY";"P303SU";"RECONSTRUCTION OF LIP/CHECK GA MINOR";"400"
"PLASTIC SURGERY";"P304SU";"RECONSTRUCTION OF LIP/CHECK GA MAJOR";"700"
"PLASTIC SURGERY";"P305SU";"RECONSTRUCTION OF EYE LIDS MINOR";"350"
"PLASTIC SURGERY";"P306SU";"RECONSTRUCTION OF EYE LIDS MAJOR";"500"
"PLASTIC SURGERY";"P307SU";"EAR RECONSTRUCTION UNILATERAL LA MINOR";"150"
"PLASTIC SURGERY";"P308SU";"EAR RECONSTRUCTION UNILATERAL LA MAJOR";"300"
"PLASTIC SURGERY";"P309SU";"EAR RECONSTRUCTION UNILATERAL GA MINOR";"350"
"PLASTIC SURGERY";"P310SU";"EAR RECONSTRUCTION UNILATERAL GA MAJOR";"600"
"PLASTIC SURGERY";"P311SU";"EAR RECONSTRUCTION BILATERAL LA MINOR";"200"
"PLASTIC SURGERY";"P312SU";"EAR RECONSTRUCTION BILATERAL LA MAJOR";"300"
"PLASTIC SURGERY";"P313SU";"EAR RECONSTRUCTION BILATERAL GA MINOR";"450"
"PLASTIC SURGERY";"P314SU";"EAR RECONSTRUCTION BILATERAL GA MAJOR";"700"
"PLASTIC SURGERY";"P315SU";"RECONSTRUCTION OF NOSE LA MINOR";"150"
"PLASTIC SURGERY";"P316SU";"RECONSTRUCTION OF NOSE LA MAJOR";"300"
"PLASTIC SURGERY";"P317SU";"RECONSTRUCTION OF NOSE GA MINOR";"350"
"PLASTIC SURGERY";"P318SU";"RECONSTRUCTION OF NOSE GA MAJOR";"600"
"PLASTIC SURGERY";"P319SU";"POST BURN CONTRACTURE LA-A";"100"
"PLASTIC SURGERY";"P320SU";"POST BURN CONTRACTURE LA-B";"200"
"PLASTIC SURGERY";"P321SU";"POST BURN CONTRACTURE LA-C";"300"
"PLASTIC SURGERY";"P322SU";"POST BURN CONTRACTURE GA-A";"200"
"PLASTIC SURGERY";"P323SU";"POST BURN CONTRACTURE GA-B";"400"
"PLASTIC SURGERY";"P324SU";"POST BURN CONTRACTURE GA-C";"600"
"PLASTIC SURGERY";"P325SU";"HYPOSPADIAS - A";"200"
"PLASTIC SURGERY";"P326SU";"HYPOSPADIAS - B";"400"
"PLASTIC SURGERY";"P327SU";"HYPOSPADIAS - C";"600"
"PLASTIC SURGERY";"P350SU";"BRACHIAL BLOCK";"40"
"PLASTIC SURGERY";"P351SU";"ABSCESS DRAINAGE";"60"
"PLASTIC SURGERY";"P352SU";"REVISION AMPUTATION(SINGLE)";"50"
"PLASTIC SURGERY";"P353SU";"REVISION AMPUTATION(MULTIPLE)";"200"
"PLASTIC SURGERY";"P354SU";"FINGER TIP INJURY(SUTURING)";"100"
"PLASTIC SURGERY";"P355SU";"FINGER TIP INJURY(SSG/FLAP)";"150"
"PLASTIC SURGERY";"P356SU";"SKIN LOSS HAND (LOCAL FLAP)";"200"
"PLASTIC SURGERY";"P357SU";"SKIN LOSS HAND (REGIONAL FLAP)";"350"
"PLASTIC SURGERY";"P358SU";"FRACTURE HAND (SINGLE/MULTIPLE/TRACTION)";"50"
"PLASTIC SURGERY";"P359SU";"FRACTURE HAND (SINGLE/K-WIRE)";"140"
"PLASTIC SURGERY";"P360SU";"FRACTURE HAND (SINGLE/OROF)";"200"
"PLASTIC SURGERY";"P361SU";"FRACTURE HAND (MULTIPLE/MANIPULATION,POP)";"100"
"PLASTIC SURGERY";"P362SU";"FRACTURE HAND (MULTIPLE/KWIRE ,DISTRACTOR)";"200"
"PLASTIC SURGERY";"P363SU";"FRACTURE HAND (MULTIPLE/ ORIF)";"300"
"PLASTIC SURGERY";"P364SU";"TENDON INJURY(SINGLE) LA";"100"
"PLASTIC SURGERY";"P365SU";"TENDON INJURY(MULTIPLE)-LA";"250"
"PLASTIC SURGERY";"P366SU";"TENDON INJURY(SINGLE/MULTIPLE) GA";"350"
"PLASTIC SURGERY";"P367SU";"TENDON GRAFTING(SINGLE)LA";"150"
"PLASTIC SURGERY";"P368SU";"TENDON GRAFTING(MULTIPLE) LA";"300"
"PLASTIC SURGERY";"P369SU";"TENDON GRAFTING(SINGLE/MULTIPLE) GA";"500"
"PLASTIC SURGERY";"P370SU";"NERVE INJURY(SUTURING) LA";"150"
"PLASTIC SURGERY";"P371SU";"NERVE INJURY(GRAFTING) LA";"250"
"PLASTIC SURGERY";"P372SU";"NERVE INJURY(GRAFTING& SUTURING) GA";"400"
"PLASTIC SURGERY";"P373SU";"DORSAL COMBINED INJURIES LA";"300"
"PLASTIC SURGERY";"P374SU";"DORSAL COMBINED INJURIES GA";"500"
"PLASTIC SURGERY";"P375SU";"VOLAR COMBINED INJURIES LA";"400"
"PLASTIC SURGERY";"P376SU";"VOLAR COMBINED INJURIES GA";"500"
"PLASTIC SURGERY";"P377SU";"REVASCULARISATION OF SINGLE FINGER LA";"400"
"PLASTIC SURGERY";"P378SU";"REVASCULARISATION OF SINGLE FINGER GA";"700"
"PLASTIC SURGERY";"P379SU";"REVASCULARISATION OF MULTIPLE FINGERS LA";"700"
"PLASTIC SURGERY";"P380SU";"REVASCULARISATION OF MULTIPLE FINGERS GA";"1200"
"PLASTIC SURGERY";"P381SU";"REVASCULARISATION OF HANDAND ABOVE";"1200"
"PLASTIC SURGERY";"P382SU";"REPLANTATION OF SINGLE FINGER LA";"600"
"PLASTIC SURGERY";"P383SU";"REPLANTATION OF SINGLE FINGER GA";"1000"
"PLASTIC SURGERY";"P384SU";"REPLANTATION OF MULTIPLE FINGERS LA";"1200"
"PLASTIC SURGERY";"P385SU";"REPLANTATION OF MULTIPLE FINGERS GA";"1600"
"PLASTIC SURGERY";"P386SU";"REPLANTATION OF HAND AND ABOVE";"1700"
"PLASTIC SURGERY";"P387SU";"BRACHIAL PLEXUS EXPLORATION & SUTURING";"500"
"PLASTIC SURGERY";"P388SU";"BRACHIAL PLEXUS EXPLORATION &NERVE GRAFTING/";"750"
"PLASTIC SURGERY";"P389SU";"CRUSH INJURY HAND LOCAL FLAP LA";"300"
"PLASTIC SURGERY";"P390SU";"CRUSH INJURY HAND LOCAL FLAP GA";"400"
"PLASTIC SURGERY";"P391SU";"CRUSH INJURY HAND REGIOLAL FLAP";"500"
"PLASTIC SURGERY";"P392SU";"CRUSH INJURY HAND FREE FLAP";"1200"
"PLASTIC SURGERY";"P425SU";"FREE TISSUE TRANSFER (< 6 HOURS) A";"500"
"PLASTIC SURGERY";"P426SU";"FREE TISSUE TRANSFER (> 6 HOURS) B";"1000"
"PLASTIC SURGERY";"P427SU";"FREE TISSUE TRANSFER (COMPOSITE < 8 HOUR";"1500"
"PLASTIC SURGERY";"P428SU";"FREE TISSUE TRANSFER (COMPOSITE > 8 HOUR";"2000"
"PLASTIC SURGERY";"P429SU";"VAS/TUBAL RECANLIZATION MINOR";"400"
"PLASTIC SURGERY";"P430SU";"VAS/TUBAL RECANLIZATION MAJOR";"600"
"PLASTIC SURGERY";"P431SU";"NERVE REPAIR MINOR";"400"
"PLASTIC SURGERY";"P432SU";"NERVE REPAIR MAJOR";"600"
"PLASTIC SURGERY";"P450SU";"PLASTIC SURGERY CONSULTATION A";"10"
"PLASTIC SURGERY";"P451SU";"PLASTIC SURGERY CONSULTATION(MULTIPLE VISIT";"50"
"PLASTIC SURGERY";"P452SU";"DRESSING CHARGES A";"2"
"PLASTIC SURGERY";"P453SU";"DRESSING CHARGES B";"5"
"PLASTIC SURGERY";"P454SU";"DRESSING CHARGES C";"10"
"PLASTIC SURGERY";"P455SU";"DRESSING CHARGES D";"20"
"PLASTIC SURGERY";"P456SU";"DRESSING CHARGES E";"30"
"PLASTIC SURGERY";"P457SU";"DRESSING CHARGES F";"50"
"PLASTIC SURGERY";"P458SU";"PHOTO DOCUMENTATION CHARGES";"10"
"PLASTIC SURGERY";"P459SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"50"
"PLASTIC SURGERY";"P460SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"100"
"PLASTIC SURGERY";"P461SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"200"
"PLASTIC SURGERY";"P462SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"300"
"PLASTIC SURGERY";"P463SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"400"
"PLASTIC SURGERY";"P464SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"500"
"PLASTIC SURGERY";"P465SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"700"
"PLASTIC SURGERY";"P466SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"1000"
"PLASTIC SURGERY";"P467SU";"MISCELLANEOUS /DISPOSABLES & SUTURE MATERIAL";"2000"
"PLASTIC SURGERY";"P468SU";"CLEFT LIP/PALATE(UNILAT)";"500"
"PLASTIC SURGERY";"P469SU";"CLEFT LIP & PALATE";"1000"
"PLASTIC SURGERY";"P470SU";"CLEFT LIP AND PALATE (SINGLE PROCEDURE)";"200"
"PLASTIC SURGERY";"P471SU";"CLEFT LIP AND PALATE (DOUBLE PROCEDURE)";"600"
"PHYSIOTHERAPY";"601A";"SWD (EACH SITTING)";"5"
"PHYSIOTHERAPY";"602A";"US (ULTRA SOUND) EACH SITTING";"5"
"PHYSIOTHERAPY";"603A";"STIMULATION";"5"
"PHYSIOTHERAPY";"604A";"CERVICAL TRACTION";"5"
"PHYSIOTHERAPY";"605A";"LUMBAR TRACTION";"5"
"PHYSIOTHERAPY";"606A";"EXERCISE (MINOR)";"5"
"PHYSIOTHERAPY";"607A";"EXERCISE (MAJOR)";"5"
"PHYSIOTHERAPY";"608A";"POST RHIZOTOMY ASSESSMENT";"10"
"PHYSIOTHERAPY";"609A";"SD CURVE";"5"
"PHYSIOTHERAPY";"610A";"MUSCLE ASSESSMENT (EACH LIMB)";"5"
"PHYSIOTHERAPY";"611A";"THUMB WED SPLINT";"6"
"PHYSIOTHERAPY";"612A";"COCKUP SPLINTS";"5"
"PHYSIOTHERAPY";"613A";"CYLINDRICAL SPLINTS";"7"
"PHYSIOTHERAPY";"614A";"PHYSIOTHERAPY CHARGES";"5"
"PHYSIOTHERAPY";"615A";"PHYSIO THERAPIST THEATRE CHARGES";"40"
"PHYSIOTHERAPY";"616A";"INTERFERENTIAL THERAPY";"5"
"PHYSIOTHERAPY";"617A";"DIADYNAMICS";"5"
"PHYSIOTHERAPY";"YOGA";"YOGA CONSULTATION CHARGES";"5"
"RHEUMATOLOGY";"CSIR1";"CSIR IST/IIND VISIT (PACKAGE)";"72"
"RHEUMATOLOGY";"CSIR2";"CSIR VIITH/LAST VISIT (PACKAGE)";"36"
"RHEUMATOLOGY";"RH1";"INTRA-ARTICULAR JOINT INJECTION";"10"
"RHEUMATOLOGY";"RH10";"ANTIDSDNA ANTIBODIES";"30"
"RHEUMATOLOGY";"RH11";"ANTICARDIOLIPIN ANTIBODIES";"90"
"RHEUMATOLOGY";"RH12";"ANTI RNP";"40"
"RHEUMATOLOGY";"RH13";"ANTI ENA";"40"
"RHEUMATOLOGY";"RH14";"ANTI SCL 70";"40"
"RHEUMATOLOGY";"RH15";"ANTI SM ANTOBODIES";"40"
"RHEUMATOLOGY";"RH16";"ANTI DNP ANTIBODIES";"40"
"RHEUMATOLOGY";"RH17";"ANF-ELISA BLOT ASSAY";"30"
"RHEUMATOLOGY";"RH18";"ANTI NEUTROPHILIC CYTOPLASMIC ANTIBODIES";"150"
"RHEUMATOLOGY";"RH19";"COMPLIMENTS C3";"35"
"RHEUMATOLOGY";"RH2";"SYNOVIAL FLUID ASPIRATION";"15"
"RHEUMATOLOGY";"RH20";"COMPLIMENTS C4";"35"
"RHEUMATOLOGY";"RH21";"IMMUNOGLOBLINS";"25"
"RHEUMATOLOGY";"RH22";"SKIN BIOPSY";"25"
"RHEUMATOLOGY";"RH23";"KIDNEY BIOPSY";"150"
"RHEUMATOLOGY";"RH24";"LUMBAR PUNCTURE";"40"
"RHEUMATOLOGY";"RH25";"PLEURAL FLUID ASPIRATION";"30"
"RHEUMATOLOGY";"RH26";"ASCITIC FLUID ASPIRATION";"30"
"RHEUMATOLOGY";"RH27";"NEEDLE BIOPSY SYNOVIUM";"50"
"RHEUMATOLOGY";"RH3";"SKIN TRACTION";"15"
"RHEUMATOLOGY";"RH31";"PULSE CYCLOPHOSPHAMIDE";"5"
"RHEUMATOLOGY";"RH32";"RANDOM BLOOD SUGAR";"5"
"RHEUMATOLOGY";"RH33";"DRESSING";"5"
"RHEUMATOLOGY";"RH34";"CATHETERIZATION";"5"
"RHEUMATOLOGY";"RH35";"OXYGEN O2 (2 LTRS 6 LTRS) OR (6-10 LTR/LTR)";"5"
"RHEUMATOLOGY";"RH36";"NEUALIZATION";"8"
"RHEUMATOLOGY";"RH37";"RYLES TUBE FEEDING";"5"
"RHEUMATOLOGY";"RH38";"RHEUMATOLOGY CONSULATION";"12"
"RHEUMATOLOGY";"RH39";"DRESSING MINOR";"8"
"RHEUMATOLOGY";"RH4";"ANTISREPTOLYSIN O";"20"
"RHEUMATOLOGY";"RH40";"DRESSING MAJOR";"16"
"RHEUMATOLOGY";"RH41";"URINE-ALBUMIN";"3"
"RHEUMATOLOGY";"RH42";"URINE-SUGAR";"3"
"RHEUMATOLOGY";"RH43";"URINE-MICROSCOPE ETC";"3"
"RHEUMATOLOGY";"RH44";"SYNOVIAL FLUID ANALYSIS";"10"
"RHEUMATOLOGY";"RH45";"SYNOVIAL FLUID CRYSTALS";"5"
"RHEUMATOLOGY";"RH46";"SYNOVIAL FLUID CELL COUNT";"5"
"RHEUMATOLOGY";"RH47";"ANTI SS-A (ANTI RO)";"40"
"RHEUMATOLOGY";"RH48";"ANTI SS-B (ANTI LA)";"40"
"RHEUMATOLOGY";"RH49";"ANTI JO-L";"40"
"RHEUMATOLOGY";"RH5";"C REACTIVE PROTEIN";"20"
"RHEUMATOLOGY";"RH50";"ANTI SCL-70";"40"
"RHEUMATOLOGY";"RH51";"ANTI HISTONE ANTIBODIES";"40"
"RHEUMATOLOGY";"RH52";"ANTI CENTRO MERE ANTIBODIES";"40"
"RHEUMATOLOGY";"RH53";"ANTI CARDIOLIPIN ANTIBODIES(IGG+IGM)";"60"
"RHEUMATOLOGY";"RH54";"MONTOUX TEST";"7"
"RHEUMATOLOGY";"RH55";"ANTI CCP (ANTI CYCLIC CITRULLINATED PEPTIDE)";"120"
"RHEUMATOLOGY";"RH56";"EARLY RA PROFILE(IGMRF+ANTICCP+CRP)";"160"
"RHEUMATOLOGY";"RH6";"SLE PROFILE";"200"
"RHEUMATOLOGY";"RH7";"REHEUMATOID PROFILE";"100"
"RHEUMATOLOGY";"RH8";"RHEUMATOID FACTOR IGM";"25"
"RHEUMATOLOGY";"RH9";"CIRCULATIING IMMUNE COMPLEXES";"25"
"RADIOLOGY";"100A";"BARIUM SWALLOW";"50"
"RADIOLOGY";"101A";"BARIUM MEAL UPPER G.I.";"60"
"RADIOLOGY";"102A";"CONTRAST STUDY UPPER G.I. (WATER SOLUBLE)";"60"
"RADIOLOGY";"103A";"BARIUM MEAL FOLLOW THROUGH";"90"
"RADIOLOGY";"104A";"SMALL BOWEL ENEMA";"100"
"RADIOLOGY";"105A";"BARIUM ENEMA";"80"
"RADIOLOGY";"106A";"BRONCHOGRAM UNILATERAL";"75"
"RADIOLOGY";"107A";"BRONCHOGRAM BILATERAL";"125"
"RADIOLOGY";"108A";"DISTENSION ARTHROGRAM";"100"
"RADIOLOGY";"109A";"IVP (WITH CONTRAST)AM";"100"
"RADIOLOGY";"110A";"IVP (WITHOUT CONTRAST)";"70"
"RADIOLOGY";"111A";"LUMBAR MYELOGRAM";"100"
"RADIOLOGY";"112A";"DORSAL MYELOGRAM";"140"
"RADIOLOGY";"113A";"CERVICAL MYELOGRAM";"160"
"RADIOLOGY";"114A";"WHOLE LENGTH MYELOGRAM";"250"
"RADIOLOGY";"115A";"NON-IONIC CONTRAST IOHEXOL 300MG, 40ML EXTRA";"100"
"RADIOLOGY";"116A";"SPLEENOPORTOGRAM";"300"
"RADIOLOGY";"117A";"X-RAY IN-BED (EACH FILM)";"15"
"RADIOLOGY";"118A";"CYSTOGRAM/MCU";"50"
"RADIOLOGY";"119A";"NEEDLE BIOPSY FLUROSCOPI GUIDED";"50"
"RADIOLOGY";"120A";"ORAL CHOLE CYSTOGRAM (OCC)";"20"
"RADIOLOGY";"121A";"P.T.C.";"250"
"RADIOLOGY";"122A";"R.G.U.";"30"
"RADIOLOGY";"123A";"SINOGRAM";"40"
"RADIOLOGY";"124A";"TV FLUROSCOPY WITH CONTRAST AND FILMS";"100"
"RADIOLOGY";"125A";"TV FLUROSCOPY WITH FILMS & CONTRAST FOR ERCP";"60"
"RADIOLOGY";"126A";"ENDOSCOPY DILATATION";"10"
"RADIOLOGY";"127A";"FLUROSCOPY (MOBILE)";"20"
"RADIOLOGY";"128A";"FLUROSCOPY";"10"
"RADIOLOGY";"129A";"VENOGRAM BILATERAL";"200"
"RADIOLOGY";"130A";"VENOGRAM UNILATERAL";"100"
"RADIOLOGY";"131A";"X-RAY FOR PTIENTS < 10 YEARS";"7"
"RADIOLOGY";"133A";"COLOUR DOPLER SONOGRAPHY-SMALL PARTS";"30"
"RADIOLOGY";"133B";"COLOUR DOPLER SONOGRAPHY-SINGLE VESSEL";"70"
"RADIOLOGY";"133C";"COLOUR DOPLER SONOGRAPHY-DOUBLE VESSEL";"90"
"RADIOLOGY";"133D";"COLOUR DOPLER SONOGRAPHY-TRIPPLE VESSEL";"110"
"RADIOLOGY";"133E";"COLOUR DOPLER SONOGRAPHY-MULTIPLE VESSELS I";"130"
"RADIOLOGY";"133F";"COLOUR DOPLER SONOGRAPHY-MULTIPLE VESSELS II";"160"
"RADIOLOGY";"134A";"CT BRAIN (PLAIN)";"140"
"RADIOLOGY";"135A";"CT BRAIN (CONTRAST)";"180"
"RADIOLOGY";"136A";"CT CHEST (PLAIN)";"200"
"RADIOLOGY";"137A";"CT CHEST (CONTRAST)";"250"
"RADIOLOGY";"138A";"CT UPPER/LOWER ABDOMEN";"250"
"RADIOLOGY";"139A";"CT WHOLE ABDOMEN";"350"
"RADIOLOGY";"140A";"CT ORBITS/PNS (PLAIN)";"150"
"RADIOLOGY";"141A";"CT ORBITS/PNS (CONTRAST)";"200"
"RADIOLOGY";"142A";"CT JOINTS & LIMBS (PLAIN)";"110"
"RADIOLOGY";"143A";"CT JOINTS & LIMBS (CONTRAST)";"200"
"RADIOLOGY";"144A";"CT SPINE (CERVICAL/DORSAL)";"220"
"RADIOLOGY";"145A";"CT LIMITED CUTS";"100"
"RADIOLOGY";"146A";"CT LIMITED CUTS (CONTRAST)";"150"
"RADIOLOGY";"147A";"CT CHEST & ABDOMEN";"450"
"RADIOLOGY";"148A";"CT BIOPSY";"100"
"RADIOLOGY";"149A";"CT BRAIN WITH EXTRA CUTS (PLAIN)";"180"
"RADIOLOGY";"150A";"CT BRAIN WITH EXTRA CUTS (CONTRAST)";"220"
"RADIOLOGY";"151A";"CT NON-IONIC CONTRAST";"50"
"RADIOLOGY";"151B";"CT NON-IONIC CONTRAST";"100"
"RADIOLOGY";"151C";"CT NON-IONIC CONTRAST";"200"
"RADIOLOGY";"153A";"ULTRA SOUND (ROUTINE)";"35"
"RADIOLOGY";"155A";"ULTRA SOUND GUIDED BIOPSY";"50"
"RADIOLOGY";"156A";"MAGNETIC RESONANCE IMAGING";"450"
"RADIOLOGY";"156B";"MRI OF JOINTS";"100"
"RADIOLOGY";"157A";"MAGNETIC RESONANCE IMAGING";"680"
"RADIOLOGY";"158A";"MAGNETIC RESONANCE IMAGING";"250"
"RADIOLOGY";"159A";"MAGNETIC RESONANCE IMAGING";"750"
"RADIOLOGY";"160A";"MAGNETIC RESONANCE IMAGING";"950"
"RADIOLOGY";"161A";"WHOLE SPINE + BRAIN";"1200"
"RADIOLOGY";"162A";"MUSCULO SKELETAL AND OTHERS (MRI)";"200"
"RADIOLOGY";"163A";"CT HEAD";"120"
"RADIOLOGY";"164A";"CT HEAD WITH NON IONIC CONTRAST";"200"
"RADIOLOGY";"165A";"CT SINGEL REGION OTHER THAN HEAD/BIOPSY";"250"
"RADIOLOGY";"166A";"CT-ONE REGION WITH CONTRAST OTHER THAN HEAD/";"300"
"RADIOLOGY";"167A";"CT WHOLE ABDOMEN PLAIN/SPINE/HRCT";"250"
"RADIOLOGY";"168A";"CT WHOLE ABDOMEN NON IONIC CONTRAST";"400"
"RADIOLOGY";"169A";"SPIRAL CT - 3D";"250"
"RADIOLOGY";"170A";"CT ANGIO (HEAD)";"500"
"RADIOLOGY";"171A";"CT ANGIO (ABDOMEN/CHEST/NECK)";"500"
"RADIOLOGY";"172A";"CT LIMITED CUTS (PLAIN)";"150"
"RADIOLOGY";"173A";"NON-IONIC CONTRAST";"50"
"RADIOLOGY";"174A";"NON-IONIC CONTRAST";"100"
"RADIOLOGY";"175A";"NON-IONIC CONTRAST";"200"
"RADIOLOGY";"176A";"P.N.S.";"6"
"RADIOLOGY";"177A";"NOSAL BONE LATERAL VIEW";"6"
"RADIOLOGY";"178A";"LEFT OPTIC FORAMEN VIEW";"6"
"RADIOLOGY";"179A";"RIGHT OPTIC FORAMEN VIEW";"6"
"RADIOLOGY";"180A";"MONDABLE PA VIEW";"6"
"RADIOLOGY";"181A";"LEFT MONDABLE OBLIQUE VIEW";"6"
"RADIOLOGY";"182A";"RIGHT MONDABLE OBLIQUE VIEW";"6"
